PartNo,Name,PlacedLayer,X,Y,Angle,ECADAngle,PartName,ECADPartName,PackageName,Fixed,width,height,left,top,pins
22,R03,TOP,24.9,29.9,90,90,0RJ1001C677,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,24.5169921875,28.766336989495933,"['(24.9169921875, 29.16633698949593)', '(24.9169921875, 30.66633698949593)']"
22,R04,TOP,31.1,29.9,90,90,0RJ1001C677,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,30.6693359375,28.766336989495933,"['(31.0693359375, 29.16633698949593)', '(31.0693359375, 30.66633698949593)']"
23,R05,BOTTOM,21.0,41.2,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,20.6205078125,40.07491798208889,"['(21.0205078125, 40.47491798208889)', '(21.0205078125, 41.97491798208889)']"
23,R06,BOTTOM,16.1,41.2,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,15.6986328125,40.07491798208889,"['(16.0986328125, 40.47491798208889)', '(16.0986328125, 41.97491798208889)']"
23,R07,BOTTOM,23.7,41.2,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,23.2865234375,40.07491798208889,"['(23.6865234375, 40.47491798208889)', '(23.6865234375, 41.97491798208889)']"
23,R08,BOTTOM,21.0,37.1,90,90,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,20.6205078125,35.96270671205509,"['(21.0205078125, 37.862706712055086)', '(21.0205078125, 36.362706712055086)']"
23,R09,BOTTOM,25.9,37.1,90,90,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,25.5423828125,35.96270671205509,"['(25.9423828125, 37.862706712055086)', '(25.9423828125, 36.362706712055086)']"
23,R10,BOTTOM,28.6,41.2,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,28.2083984375,40.07491798208889,"['(28.6083984375, 40.47491798208889)', '(28.6083984375, 41.97491798208889)']"
23,R11,BOTTOM,18.1,41.2,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,17.7494140625,40.07491798208889,"['(18.1494140625, 40.47491798208889)', '(18.1494140625, 41.97491798208889)']"
23,R12,BOTTOM,31.3,37.1,90,90,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,30.8744140625,35.96270671205509,"['(31.2744140625, 37.862706712055086)', '(31.2744140625, 36.362706712055086)']"
23,R13,BOTTOM,55.9,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,55.4837890625,47.27128770464805,"['(55.8837890625, 47.67128770464805)', '(55.8837890625, 49.17128770464805)']"
23,R14,BOTTOM,57.7,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,57.3294921875,47.27128770464805,"['(57.7294921875, 47.67128770464805)', '(57.7294921875, 49.17128770464805)']"
23,R15,BOTTOM,59.4,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,58.9701171875,47.27128770464805,"['(59.3701171875, 47.67128770464805)', '(59.3701171875, 49.17128770464805)']"
23,R16,BOTTOM,61.0,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,60.6107421875,47.27128770464805,"['(61.0107421875, 47.67128770464805)', '(61.0107421875, 49.17128770464805)']"
23,R17,BOTTOM,68.2,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,67.7884765625,47.27128770464805,"['(68.1884765625, 47.67128770464805)', '(68.1884765625, 49.17128770464805)']"
23,R18,BOTTOM,66.5,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,66.1478515625,47.27128770464805,"['(66.5478515625, 47.67128770464805)', '(66.5478515625, 49.17128770464805)']"
23,R19,BOTTOM,64.7,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,64.3021484375,47.27128770464805,"['(64.7021484375, 47.67128770464805)', '(64.7021484375, 49.17128770464805)']"
23,R20,BOTTOM,63.1,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,62.6615234375,47.27128770464805,"['(63.0615234375, 47.67128770464805)', '(63.0615234375, 49.17128770464805)']"
24,R21,TOP,54.4,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,54.0482421875,51.794720101685236,"['(54.4482421875, 53.694720101685235)', '(54.4482421875, 52.194720101685235)']"
24,R22,TOP,56.3,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,55.8939453125,51.794720101685236,"['(56.2939453125, 53.694720101685235)', '(56.2939453125, 52.194720101685235)']"
24,R23,TOP,58.1,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,57.7396484375,51.794720101685236,"['(58.1396484375, 53.694720101685235)', '(58.1396484375, 52.194720101685235)']"
24,R24,TOP,60.0,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,59.5853515625,51.794720101685236,"['(59.9853515625, 53.694720101685235)', '(59.9853515625, 52.194720101685235)']"
24,R25,TOP,67.2,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,66.7630859375,51.794720101685236,"['(67.1630859375, 53.694720101685235)', '(67.1630859375, 52.194720101685235)']"
24,R26,TOP,65.3,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,64.9173828125,51.794720101685236,"['(65.3173828125, 53.694720101685235)', '(65.3173828125, 52.194720101685235)']"
24,R27,TOP,63.5,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,63.0716796875,51.794720101685236,"['(63.4716796875, 53.694720101685235)', '(63.4716796875, 52.194720101685235)']"
24,R28,TOP,61.6,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,61.2259765625,51.794720101685236,"['(61.6259765625, 53.694720101685235)', '(61.6259765625, 52.194720101685235)']"
23,R29,BOTTOM,70.2,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,69.8392578125,47.27128770464805,"['(70.2392578125, 47.67128770464805)', '(70.2392578125, 49.17128770464805)']"
23,R30,BOTTOM,71.9,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,71.4798828125,47.27128770464805,"['(71.8798828125, 47.67128770464805)', '(71.8798828125, 49.17128770464805)']"
23,R31,BOTTOM,73.5,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,73.1205078125,47.27128770464805,"['(73.5205078125, 47.67128770464805)', '(73.5205078125, 49.17128770464805)']"
23,R32,BOTTOM,75.4,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,74.9662109375,47.27128770464805,"['(75.3662109375, 47.67128770464805)', '(75.3662109375, 49.17128770464805)']"
23,R33,BOTTOM,82.5,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,82.1439453125,47.27128770464805,"['(82.5439453125, 47.67128770464805)', '(82.5439453125, 49.17128770464805)']"
23,R34,BOTTOM,80.9,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,80.5033203125,47.27128770464805,"['(80.9033203125, 47.67128770464805)', '(80.9033203125, 49.17128770464805)']"
23,R35,BOTTOM,79.1,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,78.6576171875,47.27128770464805,"['(79.0576171875, 47.67128770464805)', '(79.0576171875, 49.17128770464805)']"
23,R36,BOTTOM,77.2,48.4,270,270,0RJ1001C677_B,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,76.8119140625,47.27128770464805,"['(77.2119140625, 47.67128770464805)', '(77.2119140625, 49.17128770464805)']"
24,R37,TOP,68.8,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,68.4037109375,51.794720101685236,"['(68.8037109375, 53.694720101685235)', '(68.8037109375, 52.194720101685235)']"
24,R38,TOP,70.6,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,70.2494140625,51.794720101685236,"['(70.6494140625, 53.694720101685235)', '(70.6494140625, 52.194720101685235)']"
24,R39,TOP,72.5,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,72.0951171875,51.794720101685236,"['(72.4951171875, 53.694720101685235)', '(72.4951171875, 52.194720101685235)']"
24,R40,TOP,74.3,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,73.9408203125,51.794720101685236,"['(74.3408203125, 53.694720101685235)', '(74.3408203125, 52.194720101685235)']"
24,R41,TOP,81.5,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,81.1185546875,51.794720101685236,"['(81.5185546875, 53.694720101685235)', '(81.5185546875, 52.194720101685235)']"
24,R42,TOP,79.7,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,79.2728515625,51.794720101685236,"['(79.6728515625, 53.694720101685235)', '(79.6728515625, 52.194720101685235)']"
24,R43,TOP,77.8,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,77.4271484375,51.794720101685236,"['(77.8271484375, 53.694720101685235)', '(77.8271484375, 52.194720101685235)']"
24,R44,TOP,76.2,52.9,270,270,0RH1002C622,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,75.7865234375,51.794720101685236,"['(76.1865234375, 53.694720101685235)', '(76.1865234375, 52.194720101685235)']"
25,R46,TOP,86.4,28.9,0,0,0RH4701C622,0RH4701C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8,85.2904296875,28.48828417198748,"['(85.6904296875, 28.88828417198748)', '(87.1904296875, 28.88828417198748)']"
26,R47,TOP,83.4,28.9,0,0,0RH1000C622,0RH1000C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8,82.2142578125,28.48828417198748,"['(82.6142578125, 28.88828417198748)', '(84.1142578125, 28.88828417198748)']"
25,R48,TOP,91.4,26.8,90,90,0RH4701C622,0RH4701C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,90.9623046875,25.68217853697058,"['(91.3623046875, 26.082178536970577)', '(91.3623046875, 27.582178536970577)']"
26,R49,TOP,93.2,26.8,90,90,0RH1000C622,0RH1000C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,92.8080078125,25.68217853697058,"['(93.2080078125, 26.082178536970577)', '(93.2080078125, 27.582178536970577)']"
25,R50,TOP,51.4,19.4,270,270,0RH4701C622,0RH4701C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,50.9720703125,18.28019825090973,"['(51.3720703125, 20.18019825090973)', '(51.3720703125, 18.68019825090973)']"
26,R51,TOP,51.4,23.1,270,270,0RH1000C622,0RH1000C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,50.9720703125,21.981188393940155,"['(51.3720703125, 23.881188393940153)', '(51.3720703125, 22.381188393940153)']"
27,R52,BOTTOM,91.4,9.1,90,90,0RJ4990D477_B,0RJ4990D477,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,90.9623046875,7.999670075825215,"['(91.3623046875, 9.899670075825215)', '(91.3623046875, 8.399670075825215)']"
27,R53,BOTTOM,89.5,9.1,90,90,0RJ4990D477_B,0RJ4990D477,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,89.1166015625,7.999670075825215,"['(89.5166015625, 9.899670075825215)', '(89.5166015625, 8.399670075825215)']"
28,R54,BOTTOM,59.0,36.1,90,90,0RH4701C622_B,0RH4701C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,58.5599609375,34.93465389454664,"['(58.9599609375, 36.83465389454664)', '(58.9599609375, 35.33465389454664)']"
29,R55,BOTTOM,60.6,36.1,270,270,0RH1000C622_B,0RH1000C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,60.2005859375,34.93465389454664,"['(60.6005859375, 35.33465389454664)', '(60.6005859375, 36.83465389454664)']"
30,R60,BOTTOM,65.9,36.7,90,90,0RH1002C622_B,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,65.5326171875,35.55148558505171,"['(65.9326171875, 37.45148558505171)', '(65.9326171875, 35.95148558505171)']"
30,R61,BOTTOM,67.8,36.7,90,90,0RH1002C622_B,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,67.3783203125,35.55148558505171,"['(67.7783203125, 37.45148558505171)', '(67.7783203125, 35.95148558505171)']"
30,R62,BOTTOM,83.6,26.6,180,180,0RH1002C622_B,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,82.4193359375,26.22656797346889,"['(82.8193359375, 26.626567973468887)', '(84.3193359375, 26.626567973468887)']"
30,R63,BOTTOM,83.4,21.5,180,180,0RH1002C622_B,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,82.2142578125,21.086303885926633,"['(82.6142578125, 21.48630388592663)', '(84.1142578125, 21.48630388592663)']"
25,R64,TOP,86.4,25.0,180,180,0RH4701C622,0RH4701C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,85.2904296875,24.581683465455367,"['(87.1904296875, 24.981683465455365)', '(85.6904296875, 24.981683465455365)']"
25,R65,TOP,86.4,23.3,180,180,0RH4701C622,0RH4701C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,85.2904296875,22.936798957441844,"['(87.1904296875, 23.336798957441843)', '(85.6904296875, 23.336798957441843)']"
25,R66,TOP,71.5,11.6,270,270,0RH4701C622,0RH4701C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,71.0697265625,10.466996837845498,"['(71.4697265625, 12.366996837845498)', '(71.4697265625, 10.866996837845498)']"
25,R67,TOP,64.5,11.4,270,270,0RH4701C622,0RH4701C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,64.0970703125,10.261386274343808,"['(64.4970703125, 12.161386274343808)', '(64.4970703125, 10.661386274343808)']"
22,R68,TOP,65.9,11.4,90,90,0RJ1001C677,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,65.5326171875,10.261386274343808,"['(65.9326171875, 10.661386274343808)', '(65.9326171875, 12.161386274343808)']"
22,R69,TOP,69.8,11.6,90,90,0RJ1001C677,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000002,2.3,69.4291015625,10.466996837845498,"['(69.8291015625, 10.866996837845498)', '(69.8291015625, 12.366996837845498)']"
22,R70,TOP,83.6,23.3,180,180,0RJ1001C677,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,82.4193359375,22.936798957441844,"['(84.3193359375, 23.336798957441843)', '(82.8193359375, 23.336798957441843)']"
22,R71,TOP,83.6,25.0,180,180,0RJ1001C677,0RJ1001C677,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,82.4193359375,24.581683465455367,"['(84.3193359375, 24.981683465455365)', '(82.8193359375, 24.981683465455365)']"
25,R01M,TOP,60.6,22.7,180,180,0RH4701C622,0RH4701C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,59.4505859375,22.31996726693677,"['(61.3505859375, 22.71996726693677)', '(59.8505859375, 22.71996726693677)']"
31,R02M,TOP,60.6,24.2,180,180,0RH1001C422,0RH1001C422,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,59.4505859375,23.759241211448604,"['(61.3505859375, 24.159241211448602)', '(59.8505859375, 24.159241211448602)']"
25,R03M,TOP,65.9,35.5,270,270,0RH4701C622,0RH4701C622,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,65.5326171875,34.31782220404157,"['(65.9326171875, 36.21782220404157)', '(65.9326171875, 34.71782220404157)']"
31,R04M,TOP,64.3,35.5,270,270,0RH1001C422,0RH1001C422,res-smd-2pin-1608-0.45h,FALSE,0.8000000000000005,2.3,63.8919921875,34.31782220404157,"['(64.2919921875, 36.21782220404157)', '(64.2919921875, 34.71782220404157)']"
32,R05M,BOTTOM,60.6,29.5,180,180,0RH0000C622_B,0RH0000C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,59.4505859375,29.10511586249255,"['(59.8505859375, 29.50511586249255)', '(61.3505859375, 29.50511586249255)']"
33,R06M,BOTTOM,60.6,31.2,180,180,0RH1004C622_B,0RH1004C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,59.4505859375,30.750000370506072,"['(59.8505859375, 31.15000037050607)', '(61.3505859375, 31.15000037050607)']"
30,R07M,BOTTOM,60.6,21.5,180,180,0RH1002C622_B,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,59.4505859375,21.086303885926633,"['(59.8505859375, 21.48630388592663)', '(61.3505859375, 21.48630388592663)']"
30,R08M,BOTTOM,55.3,21.5,180,180,0RH1002C622_B,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,54.1185546875,21.086303885926633,"['(54.5185546875, 21.48630388592663)', '(56.0185546875, 21.48630388592663)']"
30,R09M,BOTTOM,60.6,23.3,180,180,0RH1002C622_B,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,59.4505859375,22.936798957441844,"['(59.8505859375, 23.336798957441843)', '(61.3505859375, 23.336798957441843)']"
30,R10M,BOTTOM,55.3,23.3,180,180,0RH1002C622_B,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,54.1185546875,22.936798957441844,"['(54.5185546875, 23.336798957441843)', '(56.0185546875, 23.336798957441843)']"
30,R11M,BOTTOM,60.0,26.0,180,180,0RH1002C622_B,0RH1002C622,res-smd-2pin-1608-0.45h,FALSE,2.3,0.8000000000000004,58.8353515625,25.609736282963816,"['(59.2353515625, 26.009736282963814)', '(60.7353515625, 26.009736282963814)']"
14,DC5V,TOP,87.5,47.2,0,0,GUIDE-POINT,GUIDE-POINT,guide-jigpoint,FALSE,1.3,1.3,86.8158203125,46.537624323637914,"['(87.4658203125, 47.18762432363791)']"
14,DC_GND,TOP,87.5,44.9,0,0,GUIDE-POINT,GUIDE-POINT,guide-jigpoint,FALSE,1.3,1.3,86.8158203125,44.27590812511932,"['(87.4658203125, 44.92590812511932)']"
14,RESET,TOP,64.3,33.2,0,0,GUIDE-POINT,GUIDE-POINT,guide-jigpoint,FALSE,1.3,1.3,63.6419921875,32.55610600552298,"['(64.2919921875, 33.206106005522976)']"
14,U_RX,TOP,82.5,30.7,0,0,GUIDE-POINT,GUIDE-POINT,guide-jigpoint,FALSE,1.3,1.3,81.8939453125,30.088779243502692,"['(82.5439453125, 30.73877924350269)']"
14,U_TX,TOP,49.5,22.5,270,270,GUIDE-POINT,GUIDE-POINT,guide-jigpoint,FALSE,1.3000000000000003,1.3000000000000003,48.8763671875,21.86435670343508,"['(49.5263671875, 22.51435670343508)']"
